40,378.77
41,378.8
42,378.82
43,378.85
44,378.86
45,378.89
46,378.92
47,378.95
48,378.97
49,378.99
50,379.03
51,379.04
52,379.07
53,379.1
54,379.13
55,379.14
56,379.19
57,379.17
58,379.22
59,379.24
60,379.26
61,379.27
62,379.31
63,379.33
64,379.36
65,379.38
66,379.41
67,379.43
68,379.46
69,379.49
70,379.51
71,379.54
72,379.55
73,379.57
74,379.58
75,379.59
76,379.62
77,379.65
78,379.69
79,379.73
80,379.75
81,379.78
82,379.8
83,379.82
84,379.86
85,379.87
86,379.91
87,379.92
88,379.95
89,379.98
90,380.02
91,380.06
92,380.08
93,380.11
94,380.14
95,380.17
96,380.23
97,380.25
98,380.31
99,380.37
100,380.42
101,380.47
102,380.54
103,380.62
104,380.7
105,380.8
106,380.89
107,381
108,381.07
109,381.15
110,381.24
111,381.31
112,381.4
113,381.49
114,381.58
115,381.65
116,381.75
117,381.82
118,381.91
119,381.99
120,382.08
121,382.16
122,382.25
123,382.3
124,382.4
125,382.46
126,382.56
127,382.66
128,382.73
129,382.8
130,382.9
131,383.01
132,383.06
133,383.14
134,383.22
135,383.32
136,383.39
137,383.49
138,383.55
139,383.65
140,383.71
141,383.79
142,383.9
143,383.97
144,384.06
145,384.13
146,384.2
147,384.27
148,384.38
149,384.45
150,384.57
151,384.64
152,384.7
153,384.77
154,384.89
155,384.95
156,385.07
157,385.16
158,385.23
159,385.29
160,385.35
