40,386.08
41,386.08
42,386.09
43,386.08
44,386.08
45,386.09
46,386.1
47,386.11
48,386.11
49,386.12
50,386.15
51,386.16
52,386.18
53,386.19
54,386.21
55,386.22
56,386.23
57,386.25
58,386.27
59,368.28
60,386.29
61,386.32
62,386.35
63,386.36
64,386.38
65,386.41
66,386.42
67,386.45
68,386.47
69,386.48
70,386.51
71,386.54
72,386.55
73,386.57
74,386.6
75,386.62
76,386.66
77,386.68
78,386.69
79,386.73
80,386.75
81,386.78
82,386.8
83,386.84
84,386.85
85,386.88
86,386.91
87,386.94
88,386.97
89,387
90,387.02
91,387.05
92,387.08
93,387.12
94,387.14
95,387.18
96,387.21
97,387.24
98,387.27
99,387.31
100,387.34
101,387.38
102,387.4
103,387.46
104,387.48
105,387.53
106,387.56
107,387.6
108,387.64
109,387.68
110,387.73
111,387.78
112,387.83
113,387.88
114,387.94
115,387.98
116,388.03
117,388.1
118,388.18
119,388.22
120,388.28
121,388.38
122,388.45
123,388.51
124,388.59
125,388.66
126,388.7
127,388.77
128,388.79
129,388.84
130,388.86
131,388.91
132,388.9
133,388.93
134,388.94
135,388.95
136,389.01
137,389.06
138,389.15
139,389.18
140,389.29
141,389.34
142,389.42
143,389.49
144,389.58
145,389.6
146,389.7
147,389.77
148,389.89
149,389.99
150,390.04
151,390.14
152,390.27
153,390.37
154,390.48
155,390.55
156,390.61
157,390.66
158,390.81
159,390.92
160,390.9
