40,372.06
41,372.05
42,372.11
43,372.07
44,372.05
45,372.08
46,372.23
47,372.17
48,372.24
49,372.24
50,373.97
51,373.01
52,374.01
53,374
54,374.09
55,374.12
56,374.12
57,374.14
58,374.2
59,374.13
60,374.19
61,374.19
62,374.27
63,374.23
64,374.37
65,374.36
66,374.37
67,374.31
68,374.42
69,374.31
70,374.46
71,374.43
72,374.45
73,374.44
74,374.5
75,374.51
76,374.54
77,374.66
78,374.68
79,374.75
80,374.7
81,374.75
82,374.7
83,374.79
84,374.84
85,374.85
86,374.82
87,374.97
88,374.95
89,374.93
90,374.97
91,375.05
92,375.02
93,375.09
94,375.14
95,375.07
96,375.21
97,375.32
98,375.29
99,375.27
100,375.36
101,375.38
102,375.54
103,375.53
104,375.51
105,375.77
106,375.81
107,375.92
108,376
109,376.04
110,376.25
111,376.23
112,376.22
113,376.29
114,376.32
115,376.5
116,376.52
117,376.66
118,376.7
119,376.81
120,376.89
121,376.87
122,376.99
123,377.07
124,377.05
125,377.25
126,377.26
127,377.37
128,377.45
129,377.55
130,377.78
131,377.8
132,377.95
133,377.95
134,378.03
135,378.06
136,378.15
137,378.28
138,378.32
139,378.38
140,378.41
141,378.5
142,378.6
143,378.61
144,378.72
145,378.81
146,378.94
147,379.13
148,379.07
149,379.25
150,379.37
151,379.44
152,379.47
153,379.59
154,379.61
155,379.67
156,379.81
157,379.9
158,380.05
159,380.01
160,380.07
