40,390.69
41,390.71
42,390.72
43,390.74
44,390.76
45,390.78
46,390.8
47,390.8
48,390.81
49,390.82
50,390.82
51,390.83
52,390.83
53,390.84
54,390.85
55,390.84
56,390.86
57,390.87
58,390.9
59,390.92
60,390.92
61,390.93
62,390.99
63,390.99
64,391.03
65,391.07
66,391.08
67,391.12
68,391.12
69,391.15
70,391.17
71,391.21
72,391.21
73,391.25
74,391.27
75,391.32
76,391.34
77,391.36
78,391.38
79,391.41
80,391.42
81,391.45
82,391.49
83,391.5
84,391.55
85,391.56
86,391.6
87,391.62
88,391.69
89,391.68
90,391.72
91,391.75
92,391.78
93,391.79
94,391.83
95,391.85
96,391.92
97,391.96
98,392
99,392.07
100,392.11
101,392.16
102,392.25
103,392.33
104,392.42
105,392.51
106,392.61
107,392.71
108,392.79
109,392.86
110,392.95
111,393.03
112,393.11
113,393.2
114,393.3
115,393.36
116,393.56
117,393.55
118,393.62
119,393.72
120,393.8
121,393.88
122,393.96
123,394.05
124,394.15
125,394.22
126,394.29
127,394.38
128,394.46
129,394.55
130,394.64
131,396.73
132,364.79
133,394.86
134,394.94
135,395.05
136,395.12
137,395.26
138,395.31
139,395.41
140,395.43
141,395.56
142,395.63
143,395.73
144,395.79
145,395.87
146,395.95
147,396.08
148,396.15
149,396.25
150,396.35
151,396.36
152,396.48
153,396.51
154,396.65
155,396.75
156,396.82
157,396.93
158,396.96
159,397.04
160,397.21
